URL	Pret	Model Procesor:	Chipset video:	CPUMark	GPUMark	Capacitate HDD:	Tip unitate stocare:	Memorie standard:	Diagonala LCD	Rezolutie optima:	Greutate (Kg):	Sistem de operare:
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-p50_c_17d-i7_6500u-256gb-8gb-gt930m-2gb-win10-fullhd-l/	4349	intel core i7 6500u	gt930m	4336	-	256	ssd	8	15.6	1920 x 1080	2.1 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-elitebook-850-g2-i5_5200u-256gb-8gb-win10pro-fullhd-fingerprint-l/	5524	intel core i5 5200u 	intel hd  5500	3522	560	256	ssd	8	15.6	1920 x 1080	1.83 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-650-g1-i5_4210m-256gb-8gb-dvdrw-win10pro-fullhd-fingerprint-l/	4899	intel core i5 4210m 	intel hd  4600	4216	710	256	ssd	8	15.6	1920 x 1080	2.32 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e6540-i5_4310m-500gbplus8gb-8gb-hd8790m-2gb-win7-pro-fullhd-l/		intel core i5 4310m 	hd 8790m	4431	1305	500	ssh	8	15.6	1920 x 1080	2.6 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-7548-i7_5500u-256gb-16gb-r7_m270-4gb-4k_uhd-touch-win8-l/	5879	intel core i7 5500u 	r7 m270	4029	769	256	ssd	16	15.6	3840 x 2160	2.4 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-pro-a50_c_11h-i5_5200u-256gb-8gb-dvdrw-win7pro-l/		intel core i5 5200u	intel hd  5500	3522	560	256	ssd	8	15.6	1366 x 768	2.1 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-640-g1-i5_4210m-500gb_7200rpm-4gb-win7-pro-l/	4079	intel core i5 4210m 	intel hd  4400	4216	547	500	hdd	4	14	1366 x 768	2 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-7548-i5_5200u-500gbplus8gb-sshd-6gb-r7-m270-4gb-win10-l/	3759	intel core i5 5200u 	r7 m270	3522	769	500	ssh	6	15.6	1366 x 768	2.11 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-tecra-z50_a_181-i7_4600u-256gb-8gb-win7-pro-full-hd-l/	6299	intel core i7 4600u 	intel hd  4400	4136	547	256	ssd	8	15.6	1920 x 1080	1.8 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-l540-i5_4210m-500gb_7200rpm-4gb-win10pro-hd-fingerprint-l/	4134	intel core i5 4210m 	intel hd  4600	4216	710	500	hdd	4	15.6	1366 x 768	2.49 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-zbook-15-i7_4810mq-256gb-8gb-dvdrw-k1100m-2gb-win10pro-fullhd-l/	9554	intel core i7 4810mq	quadro k1100m	8793	966	256	ssd	8	15.6	1920 x 1080	2.93kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b41_30-dual-core-n3050-500gb-2gb-win10-hd-l/	1449	intel celeron n3050	intel hd 	899	311	500	hdd	2	14	1366 x 768	1.98	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-v5_591g-i5_6300hq-1tb-4gb-nvidia-gtx950m-2gb-hd-l/	2899	intel core i5 6300hq	gtx 950m	5793	1400	1000	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-acer-predator-17-i7_6700hq-1tbplus256gb-24gb-gtx970m-3gb-dvdrw-fullhd-l/	7999	intel core i7 6700hq	gtx 970m	7999	4159	1000	ssd	24	17.3	1920 x 1080	3.95 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-pro-c70_c_14n-i3_5015u-500gb-4gb-dvd_rw-l/	1799	intel core i3 5015u 	intel hd  5500	3153	560	500	hdd	4	17.3	1600 x 900	2.7kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c50_b_18e-quad-core-n3540-500gb_5400rpm-4gb-l/	1299	intel pentium  n3540	intel hd 	1958	311	500	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5759-i7_6500u-2tb-16gb-radeon-r5-m335-4gb-win10-fhd-touch-l/	5779	intel core i7 6500u 	r5 m355	4336	-	2000	hdd	16	17.3	1920 x 1080	3kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3542-i5_4210u-1tb-8gb-gt820m-2gb-dvdrw-linux-l/	2444	intel core i5 4210u 	820m	3384	577	1000	hdd	8	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-l50_b_2cl-i3_4005u-500gb_5400rpm-4gb-dvdrw-red-l/	1899	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i3_4005u-500gb-4gb-gt920m-2gb-dvdrw-3ani-garantie-l/	1599	intel core i3 4005u 	gt920m	2462	-	500	hdd	4	15.6	1366 x 768	2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3542-i3_4005u-500gb-4gb-gt820m-2gb-dvdrw-linux-l/		intel core i3 4005u 	820m	2462	577	500	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-3450-i7_5500u-1tb-8gb-gt830m-2gb-win7-pro-3-ani-garantie-l/	4699	intel core i7 5500u 	gt830m	4029	-	1000	hdd	8	14	1920 x 1080	1.9 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-e5_572g_7591-i7_4712mq-1tb-4gb-gt840m-2gb-l/	2599	intel core i7 4712mq 	gt840m	7163	-	1000	hdd	4	15.6	1366 x 768	2.55 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-430-g3-i3_6100u-500gb_7200rpm-4gb-win10pro-hd-fingerprint-l/	2699	intel core i3 6100u	intel hd  520	3505	788	500	hdd	4	13.3	1366 x 768	1,5	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c55_c_142-i3_4005u-1tb_5400rpm-4gb-hd-white-l/	1849	intel core i3 4005u 	intel hd  4400	2462	547	1000	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-g50_30-dual-core-n2840-500gb-2gb-dvd_rw-resigilat-l/		intel celeron  n2840	intel hd 	1052	311	500	hdd	4	15.6	1366 x 768	2.5 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i3_5005u-1tb-4gb-gt920m-2gb-dvd_rw-win10-l/	2399	intel core i3 5005u 	gt920m 	2910	-	1000	hdd	4	15.6	1366 x 768	2 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-alienware-15-i7_6820hk-1tb_7200rpm-8gb-amd-r9-m395x-4gb-win10-l/	9324	intel core i7 6820hk	r9 395x	9041	-	1000	hdd	8	15.6	1920 x 1080	3.207kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-edge-e550-i5_5200u-192gb-8gb-dvdrw-fullhd-fingerprint-l/	2999	intel core i5 5200u	intel hd  5500	3522	560		ssd	8	15.6	1920 x 1080	2.45 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-e5_573g_78k6-i7_5500u-500gb-4gb-gt920m-2gb-dvd_rw-l/	2599	intel core i7 5500u 	gt920m	4029	-	500	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-gaming-alienware-13-i5_4210u-256gb-16gb-gtx860m-2gb-win8-fullhd-l/	7899	intel core i5 4210u 	gtx860m	3384	1583	256	ssd	16	13.3	1920 x 1080	2.05 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-p50_c_16l-i7_6500u-1tbplus8gb-8gb-gt930m-2gb-win10-fullhd-l/	4249	intel core i7 6500u	gt930m	4336	-	1000	ssh	8	15.6	1920 x 1080	2.1 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-y50_70-i5_4210h-500gbplus8gb-4gb-gtx860m-4gb-fullhd-l/	2799	intel core i5 4210h 	gtx860m	4556	1583	500	ssh	4	15.6	1920 x 1080	2.4 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5559-i7_6500u-1tb-8gb-radeon-r5-m335-4gb-fullhd-touch-gri-l/	3599	intel core i7 6500u	r5 m335	4336	597	1000	hdd	8	15.6	1920 x 1080	2.3	linux
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-450-g3-i7_6500u-256gb-8gb-r7-m340-2gb-win10pro-fullhd-fpr-l/	3899	intel core i7 6500u	r7 m340	4336	-	256	ssd	8	15.6	1920 x 1080	2,07	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-e5_571g_5107-i5_5200u-1tb-4gb-gt840m-2gb-dvdrw-l/	2099	intel core i5 5200u 	gt840m	3522	-	1000	hdd	4	15.6	1366 x 768	2.5 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-100_15-quad-core-n3540-250gb-2gb-hd-l/	1224	intel pentium  n3540	intel hd 	1958	311	250	hdd	2	15.6	1366 x 768	1.9kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-rog-g752vy-i7_6700hq-1tbplus128gb-24gb-gtx980m-4gb-win10-fullhd-l/	9499	intel core i7 6700hq	gtx 980m	7999	5894	1000	hdd	24	17.3	1920 x 1080	3.90	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-vostro-3546-i3_4005u-500gb-4gb-3ani-garantie-l/	1794	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.38	linux
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-450-g3-i5_6200u-500gb_7200rpm-4gb-r7-m340-2gb-win10pro-fhd-l/	3099	intel core i5 6200u	r7 m340	3898	-	500	hdd	4	15.6	1920 x 1080	2.07	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-p50t_c_103-i7_5500u-1tbplus8gb-16gb-gtx950m-4gb-win10-l/	6999	intel core i7 5500u	gtx 950m	4029	1400	1000	ssh	16	15.6	3840 x 2160	2.4	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-tecra-z50_a_180-i7_4600u-500gb_7200rpm-8gb-win7-pro-l/	4999	intel core i7 4600u 	intel hd  4400	4136	547	500	hdd	8	15.6	1920 x 1080	1.8 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-r5_471t-i7_6500u-512gb-8gb-win10-fullhd-touch-l/	5019	intel core i7 6500u	intel hd  520	4336	788	512	ssd	8	14	1920 x 1080	1.9 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-asus-rog-g752vt-i7_6700hq-1tbplus512gb-32gb-gtx970m-3gb-win10-fullhd-l/	10499	intel core i7 6700hq	gtx 970m	7999	4159	512	ssd	32	17.3	1920 x 1080	fara baterie: 3.5kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-pro-r50_b_11c-i3_4005u-500gb-4gb-dvd_rw-win7-pro-resigi-l/	2099	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.3 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-hp-elitebook-840-g2-i5_5200u-500gb_7200rpm-8gb-fullhd-fingerprint-l/	4254	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	8	14	1920 x 1080	1.55 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-x555lj-i3_4005u-500gb-4gb-nvidia-gt920m-2gb-dvdrw-rosu-l/	1599	intel core i3 4005u 	gt920m 	2462	-	500	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-alienware-17-i7_6820hk-1tbplus256gb-12gb-gtx980m-4gb-win10-uhd-l/	13599	intel core i7 6820hk	gtx 980m	9041	5894	1000	hdd	12	17.3	3840 x 2160	3.207kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-640-g1-i3_4000m-500gb-4gb-win7-pro-l/	3269	intel core i3 4000m	intel hd  4600	3236	710	500	hdd	4	14	1366 x 768	2 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-g50_80-i3_4005u-1tb-8gb-amd-r5_m330-2gb-dvdrw-l/	1849	intel core i3 4005u 	r5 m330	2462	550	1000	hdd	8	15.6	1366 x 768	2.5 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-450-g3-i5_6200u-1tb-4gb-r7-m340-2gb-dvdrw-fingerprint-l/	2499	intel core i5 6200u	r7 m340	3898	-	1000	hdd	4	15.6	1366 x 768	2.07	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-g752vt-i7_6700hq-1tb_7200rpmplus128gb-ssd-16gb-gtx970m-3gb-bluray-win10-l/	7799	intel core i7 6700hq	gtx 970m	7999	4159	1000	ssd	16	17.3	1920 x 1080	fara baterie: 3.5kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-acer-extensa-ex2510_39ze-i3_4005u-500gb-4gb-dvdrw-l/	1399	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.5 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i3_5005u-1tb-4gb-dvdrw-win10-l/	2199	intel core i3 5005u 	intel hd  5500	2910	560	1000	hdd	4	15.6	1366 x 768	2 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-asus-x555lj_xx741d-i3_4005u-500gb-4gb-gt920m-2gb-dvd_rw-l/		intel core i3 4005u 	gt920m 	2462	-	500	hdd	4	15.6	1366 x 768	2.3 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-x550jx_xx017d-i7_4720hq-1tb-4gb-gtx950m-2gb-l/	2999	intel core i7 4720hq 	gtx950m	8112	1400	1000	hdd	4	15.6	1366 x 768	2.45 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-acer-tmp256_m_54bb-i5_4210u-500gb_7200rpm-4gb-dvdrw-hd-linux-l/	2419	intel core i7 4510u	intel hd  4400	3946	547	500	hdd	4	15.6	1366 x 768	2.5 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-y700_15-i5_6300hq-256gb-8gb-gtx960m-4gb-fullhd-l/	5039	intel core i5 6300hq 	gtx960m	5793	1670	256	ssd	8	15.6	1920 x 1080	2.6 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-precision-m6800-i7_4910mq-256gb-16gb-quadro-k4100m-4gb-win7pro-l/	16759	intel core i7 4910mq 	quadro k4100m	9539	2570	256	ssd	16	17.3	1920 x 1080	3.57kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5540-i3_4010u-1tbplus8gb-4gb-fullhd-fingerprint-l/	3099	intel core i3 4010u 	intel hd  4400	2438	547	1000	ssh	4	15.6	1920 x 1080	2.3 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i5_5200u-1tb-4gb-gt920m-4gb-dvd_rw-win8-l/	2849	intel core i5 5200u  	gt920m 	3522	-	1000	hdd	4	15.6	1366 x 768	2 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-acer-es1_520_39rr-dual-core-e1_2500-500gb-4gb-hd-8240-l/	999	e1 2500	hd 8240	-	282	500	hdd	4	15.6	1366 x 768	2.4	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-3550-i5_5200u-500gb_7200rpm-4gb-3ani-garantie-l/	3034	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	15.6	1920 x 1080	2.2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-450-g2-i5_5200u-1tb-8gb-r5_m255-2gb-fingerprint-l/	2514	intel core i5 5200u 	r5 m255	3522	727	1000	hdd	8	15.6	1366 x 768	2.06 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3542-i3_4005u-500gb-4gb-hdmi-3-ani-garantie-l/	1734	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b50_70-i3_4030u-500gb_5400rpm-4gb-dvdrw-hd-fingerprint-l/	1649	intel core i3 4030u	intel hd  4400	2703	547	500	hdd	4	15.6	1366 x 768	2.32 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-y50_70-i7_4720hq-256gb-8gb-gtx960m-4gb-fullhd-l/	5399	intel core i7 4720hq 	gtx960m	8112	1670	256	ssd	8	15.6	1920 x 1080	2.4 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-650-g1-i5_4210m-500gb_7200rpm-4gb-win7-pro-full-hd-l/	4514	intel core i5 4210m 	intel hd  4600	4216	710	500	hdd	4	15.6	1920 x 1080	2.32 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-asus-pro-essential-p2520la-i7_5500u-500gb_7200rpm-4gb-fingerprint-win10-l/	2799	intel core i7 5500u	intel hd  5500	4029	560	500	hdd	4	15.6	1366 x 768	2.4 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-7548-i7_5500u-256gb-16gb-hdr7m270-4gb-win8-uhd-touch-l/	4654	intel core i7 5500u 	r7 m270	4029	769	256	ssd	16	15.6	3840 x 2160	2.11 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5450-i5_5300u-256gb-8gb-fingerprint-fhd-l/	5429	intel core i5 5300u 	intel hd  5500	3803	560	256	ssd	8	14	1920 x 1080	1.81kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c55_c_137-i3_4005u-500gb-4gb-dvd_rw-l/	1749	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i5_5200u-500gb-4gb-dvd_rw-3-ani-garantie-l/	1899	 intel core i5 5200u	intel hd  5500	3522	560	500	hdd	4	15.6	1366 x 768	2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-p50_c_15j-i5_5200u-1tbplus128gb-ssd-8gb-gt930m-2gb-win10-l/	4499	intel core i5 5200u 	gt930m 	3522	-	1000	ssd	8	15.6	1920 x 1080	2.1 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-l50_b_1vp-quad-core-n3540-500gb-4gb-dvd_rw-white-l/	1399	intel pentium  n3540	intel hd 	1958	311	500	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-x250-i7_5600u-512gb-8gb-win7pro-fullhd-fingerprint-4g-l/		ntel core i7 5600u	intel hd  5500	-	560	512	ssd	8	12.5	1920 x 1080	1.42 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-acer-predator-17-i7_6700hq-1tbplus512gb-32gb-gtx970m-3gb-dvdrw-fullhd-l/	8899	intel core i7 6700hq	gtx 970m	7999	4159	1000	hdd	32	17.3	1920 x 1080	3.95 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5450-i7_5600u-256gb-8gb-gt840m-2gb-win7-pro-l/	6599	intel core i7 5600u 	gt840m 	4355	-	256	ssd	8	14	1920 x 1080	1.81kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-asus-pro-essential-p2520la-i3_4005u-500gb_7200rpm-4gb-dvdrw-hd-l/	1699	intel core i3 4005u	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.4 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i5_5200u-1tb-8gb-gt920m-4gb-fullhd-win8-l/	2899	intel core i5 5200u 	gt920m 	3522	-	1000	hdd	8	15.6	1920 x 1080	2 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-7559-i5_6300hq-1tbplus8gb-8gb-gtx960m-4gb-win10-fullhd-l/	4689	intel core i5 6300hq	gtx 960m	5793	1670	1000	ssh	8	15.6	1920 x 1080	2.58	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-xps-15-i5_4200h-1tbplus32gb-8gb-win8-fullhd-touch-l/	5744	intel core i5 4200h 	intel hd  4600	4412	710	1000	hdd	8	15.6	1920 x 1080	2.01 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-hp-elitebook-750-g1-i5_4210u-500gb-4gb-win7-pro-l/	3784	intel core i5 4210u 	intel hd  4400	3384	547	500	hdd	4	15.6	1366 x 768	1.88 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-vostro-3558-i3_4005u-500gb-4gb-dvd_rw-win8-pro-3-ani-garantie-l/	2499	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.24 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-pro-r50_b_11c-i3_4005u-500gb-4gb-dvd_rw-win7-pro-l/	2199	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.3 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-asus-pro-essential-p2520la-i5_5200u-500gb_7200rpm-4gb-fingerprint-l/	2149	intel core i5 5200u	intel hd  5500	3522	560	500	hdd	4	15.6	1366 x 768	2.4 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3552-quad-core-n3700-500gb_5400rpm-4gb-hd-linux-l/	1499	intel pentium  n3700	intel hd 	1879	311	500	hdd	4	15.6	1366 x 768	2.2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i3_5005u-1tb-4gb-gt920m-2gb-dvd_rw-3-ani-garantie-l/	1949	intel core i3 5005u 	gt920m 	2910	-	1000	hdd	4	15.6	1366 x 768	2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-vostro-3558-i5_5250u-500gb_5400rpm-4gb-dvd_rw-gt820m-2gb-l/	2599	intel core i5 5250u  	gt830m	3631	-	500	hdd	4	15.6	1366 x 768	2.24 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b70_80-i7_5500u-500gb-4gb-dvdrw-l/	2899	i7 5500u	intel hd  5500	4029	560	500	hdd	4	17.3	1600 x 900	2.9 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-hp-elitebook-850-g2-i5_5200u-256gb-8gb-win7-pro-fullhd-fingerprint-l/	5609	intel core i5 5200u 	intel hd  5500	3522	560	256	ssd	8	15.6	1920 x 1080	1.83 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-e50_80-i7_5500u-1tb-4gb-dvdrw-win7pro-fullhd-fingerprint-l/	3759	intel core i7 5500u	intel hd  5500	4029	560	1000	hdd	4	15.6	1920 x 1080	2.35 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-acer-e5_573g_p279-dual-core-3556u-1tb-gt920m-2gb-l/	1559	intel pentium 3556u	920m	1714	667	1000	hdd	4	15.6	1366 x 768	2.4	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3542-i3_4005u-500gb-4gb-dvdrw-win10-l/	2099	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.4 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-640-g1-i5_4210u-500gb_7200rpm-4gb-win8-pro-l/	4299	intel core i5 4210u 	intel hd  4400	3384	547	500	hdd	4	14	1600 x 900	2 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-e560-i5_6200u-500gb_7200rpm-4gb-r7-m370-2gb-win10pro-l/		intel core i5 6200u	r7 m370	3898	-	500	hdd	4	15.6	1920 x 1080	2.450	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-alienware-15-i7_6700hq-1tbplus256gb-16gb-nvidia-gtx965m-2gb-win10-l/	9539	intel core i7 6700hq	gtx 965m	7999	2987	1000	hdd	16	15.6	1920 x 1080	3.207kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-7548-i7_5500u-1tb-16gb-r7_m270-4gb-4k-touch-win8-l/		intel core i7 5500u 	r7 m270	4029	769	1000	hdd	16	15.6	3840 x 2160	2.11 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-asus-rog-gl552vw_cn090d-i7_6700hq-1tb_7200rpm-8gb-gtx960m-4gb-l/	4299	intel core i7 6700hq 	gtx960m	7999	1670	1000	hdd	8	15.6	1920 x 1080	2.55 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-w540-i5_4210m-500gb-4gb-quadro-k1100m-2gb-win7-pro-fhd-l/	6469	intel core i5 4210m 	quadro k1100m	4216	966	500	hdd	4	15.6	1920 x 1080	2.53 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-hp-250-g4-dual-core-3825u-500gb-4gb-dvdrw-dos-2.0-hd-l/	1499	intel pentium  3825u	intel hd 	2627	311	500	hdd	4	15.6	1366 x 768	2.1 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-3450-i5_5200u-500gb-4gb-3-ani-garantie-l/	2999	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	14	1366 x 768	1.9kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5550-i7_5600u-500gb-8gb-gt840m-2gb-win7pro-fhd-fingerprint-l/	5879	intel core i7 5600u 	gt 840m	4355	-	500	hdd	8	15.6	1920 x 1080	2.6 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-l440-i7_4600m-500gb_7200rpm-4gb-win7-pro-l/	5544	intel core i7 4600m 	intel hd  4600	4777	710	500	hdd	4	14	1600 x 900	2.26 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5759-i5_6200u-1tb-8gb-r5_m335-2gb-dvd_rw-hdplus-win8-l/	3249	intel core i5 6200u 	r5 m355	3898	-	1000	hdd	8	17.3	1600 x 900	2.82 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-t550-i5_5200u-256gb-8gb-win7pro-fullhd-fingerprint-l/	6379	intel core i5 5200u 	intel hd  5500	3522	560	256	ssd	8	15.6	1920 x 1080	2.13 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e7250-i5_5300u-256gb-8gb-fhd-touch-fingerprint-win7-pro-l/	7099	intel core i5 5300u 	intel hd  5500	3803	560	256	ssd	8	12.5	1920 x 1080	1.25 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-radius-l40w_c_107-i3_5005u-1tb-4gb-win10-hd-touch-negru-l/	2699	intel core i3 5005u	intel hd  5500	2910	560	1000	hdd	4	14	1366 x 768	2	windows 10
