URL	Pret	Model Procesor:	Chipset video:	CPUMark	GPUMark	Capacitate HDD:	Tip unitate stocare:	Memorie standard:	Diagonala LCD	Rezolutie optima:	Greutate (Kg):	Sistem de operare:
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-7559-i7_6700hq-1tbplus8gb-8gb-gtx960m-4gb-win10-uhd-touch-l/	5744	intel core i7 6700hq	gtx 960m	7999	1670	1000	ssh	8	15.6	3840 x 2160	2.58	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b50_80-i3_5005u-500gbplus8gb-sshd-4gb-dvdrw-hd-fingerprint-l/	1499	intel core i3 5005u	intel hd  5500	2910	560	8	ssh	4	15.6	1366 x 768	2.320	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5550-i3_5010u-500gb-4gb-win7-pro-3ani-garantie-l/	3749	intel core i3 5010u 	intel hd  5500	3058	560	500	hdd	4	15.6	1366 x 768	2.14 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-asus-pro-essential-p2520la-i3_4005u-500gb_7200rpm-4gb-dvdrw-win10-fingerp-l/	1999	intel core i3 4005u	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.4 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5559-i7_6500u-1tb-8gb-radeon-r5-m335-4gb-win10-hd-blue-l/	3899	intel core i7 6500u	r5 m335	4336	597	1000	hdd	8	15.6	1366 x 768	2.3	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-yoga-14-i7_5500u-512gb-8gb-gt940m-2gb-win10pro-touch-l/	7654	intel core i7 5500u	intel hd  5500	4029	560	512	ssd	8	14	1920 x 1080	1.9	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c70_c_196-i3_5005u-1tb-8gb-dvdrw-win10-hdplus-negru-l/	2499	intel core i3 5005u	intel hd  5500	2910	560	1000	hdd	8	17.3	1600 x 900	2.6 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5450-i7_5600u-1tb_7200rpm-8gb-gt840m-2gb-fullhd-l/	4064	intel core i7 5600u 	gt840m	4355	-	1000	hdd	8	14	1920 x 1080	1.81 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b50_80-i5_5200u-500gb-4gb-amd-r5_m330-2gb-fingerprint-l/		intel core i5 5200u 	r5 m330	3522	550	500	hdd	4	15.6	1366 x 768	2.32 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-y700_15-i7_6700hq-256gb-16gb-gtx960m-4gb-fullhd-l/	5644	intel core i7 6700hq 	gtx960m	7999	1670	256	ssd	16	15.6	1920 x 1080	2.6 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-e5_573g_3690-i3_4005u-500gb-4gb-gt920m-2gb-l/	1699	intel core i3 4005u 	gt920m	2462	-	500	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i7_5500u-1tb-8gb-gt920m-4gb-dvdrw-3ani-garantie-l/	3299	intel core i7 5500u 	gt920m	4029	-	1000	hdd	8	15.6	1366 x 768	2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b50_70-i3_4030u-500gb-4gb-r5_m230-2gb-fingerprint-l/		intel core i3 4030u 	r5 m230	2703	443	500	hdd	4	15.6	1366 x 768	2.32 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-e5_572g_35cg-i3_4000m-1tb-4gb-gt940m-2gb-l/	1999	intel core i3 4000m 	940m	3236	905	1000	hdd	4	15.6	1366 x 768	2.55 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-p70_b_11p-i7_4720hq-2tb-16gb-r9-m365x-4gb-win10-fullhd-l/	5449	intel core i7 4720hq 	r9 m365x	8112	-	2000	hdd	16	17.3	1920 x 1080	2.9 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5550-i3_4030u-500gb_7200rpm-4gb-win7pro-hd-l/	2699	intel core i3 4030u 	intel hd  4400	2703	547	500	hdd	4	15.6	1366 x 768	2.14 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-t540p-i5_4210m-500gb_7200rpm-4gb-gt730m-1gb-win10pro-l/	6489	intel core i5 4210m	gt730m	4216	801	500	hdd	4	15.6	1920 x 1080	2.59	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-t540p-i5_4300m-500gb_7200rpm-4gb-gt730m-1gb-win7-pro-fhd-l/	6999	intel core i5 4300m 	gt730m	4382	801	500	hdd	4	15.6	1920 x 1080	2.41 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5558-i5_5200u-1tb-8gb-gt920m-4gb-dvd_rw-fullhd-l/	2599	intel core i5 5200u 	gt920m 	3522	-	1000	hdd	8	15.6	1920 x 1080	2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3542-dual-core-3558u-500gb-4gb-hdmi-v2-l/	1299	intel pentium  3558u	intel hd  4000	1766	452	500	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-g50_80-i7_5500u-1tb-8gb-r5_m330-2gb-dvd_rw-fhd-l/	2699	intel core i7 5500u 	r5 m330	4029	550	1000	hdd	8	15.6	1920 x 1080	2.5 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-precision-m6800-i7_4810mq-1tb-16gb-quadro-k3100m-4gb-win7pro-fhd-l/	13134	intel core i7 4810mq 	quadro k3100m	8793	1855	1000	hdd	16	17.3	1920 x 1080	3.5 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-vostro-5480-i5_5200u-500gbplus8gb-4gb-gt830m-2gb-3-ani-garantie-l/	2919	intel core i5 5200u  	gt830m	3522	-	500	ssh	4	14	1366 x 768	1.53kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-p50_c_11h-i5_5200u-256gb-8gb-gt930m-2gb-fullhd-win8-l/	4299	intel core i5 5200u 	gt930m 	3522	-	256	ssd	8	15.6	1920 x 1080	2.1 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-asus-f550jx_dm169d-i7_4720hq-1tb-8gb-gtx950m-4gb-dvd_rw-fhd-resigilat-l/	3149	intel core i7 4720hq 	gtx950m	8112	1400	1000	hdd	8	15.6	1920 x 1080	2.45 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-3550-i5_5200u-500gb_7200rpm-4gb-3-ani-garantie-l/	2899	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	15.6	1366 x 768	2.2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c55_c_11k-i5_5200u-500gb-4gb-dvd_rw-l/	2349	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-x555lj_xx013d-i5_5200u-500gb-4gb-gt920m-2gb-dvdrw-l/	2099	intel core i5 5200u 	gt920m	3522	-	500	hdd	4	15.6	1366 x 768	1.9 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-450-g2-i3_5010u-500gb_7200rpm-4gb-dvdrw-l/	2104	intel core i3 5010u 	intel hd  5500	3058	560	500	hdd	4	15.6	1366 x 768	2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-vostro-3558-i3_4005u-500gb-4gb-dvdrw-win8pro-l/	2534	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.24 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e3450-i5_5200u-500gb_7200rpm-4gb-3ani-garantie-l/	2939	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	14	1366 x 768	1.9 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5550-i5_5200u-500gb_7200rpm-4gb-win8-pro-l/	4064	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	15.6	1366 x 768		windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3542-i3_4005u-500gb-4gb-dvdrw-linux-l/	1499	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-l50_b_2dt-quad-core-n3540-500gb_5400rpm-4gb-l/	1449	intel pentium  n3540	intel hd 	1958	311	500	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-hp-elitebook-840-g2-i7_5500u-256gb-8gb-win10pro-fhd-touch-fingerprint-4g-l/	7324	intel core i7 5500u 	intel hd  5500	4029	560	256	ssd	8	14	1920 x 1080	1.55 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-elitebook-850-g2-i5_5200u-500gb_7200rpm-4gb-win10pro-fingerprint-l/	4879	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	15.6	1366 x 768	1.83 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-250-g4-i3_5005u-1tb_5400rpm-4gb-r5-m330-2gb-dvdrw-win10-l/	1999	intel core i3 5005u	r5 m330	2910	550	1000	hdd	4	15.6	1366 x 768	2.45 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-350-g2-i5_5200u-500gb-4gb-hdmi-dvdrw-l/		intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	15.6	1366 x 768	2.3 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-tecra-z40_b_110-i7_5600u-256gb-8gb-win7-pro-l/	6974	intel core i7 5600u 	intel hd  5500	4355	560	256	ssd	8	14	1600 x 900	1.47 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5550-i7_5600u-500gb-8gb-gt840m-2gb-win8-pro-fullhd-fpr-l/	6029	intel core i7 5600u 	gt 840m	4355	-	500	hdd	8	15.6	1920 x 1080	2.6 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-acer-f5_571g-i5_4210u-1tb-4gb-nvidia-gt940m-2gb-dvdrw-fullhd-l/	2399	intel core i5 4210u	gt 940m	3384	-	1000	hdd	4	15.6	1920 x 1080	2.4	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-500s_13-i3_6100u-500gbplus8gb-4gb-fullhd-alb-l/	2499	intel core i3 6100u	intel hd  520	3505	788	500	ssh	4	13.3	1920 x 1080	1.5kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-g70_80-i7_5500u-1tb_5400rpm-8gb-gt920m-2gb-hdplus-dvd_rw-l/	3099	intel core i7 5500u 	gt920m 	4029	-	1000	hdd	8	17.3	1600 x 900	2.9 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b50_80-i3_5010u-500gb-4gb-dvdrw-hd-l/	1499	intel core i3 5010u	intel hd  5500	3058	560	500	hdd	4	15.6	1366 x 768	2.1	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-acer-predator-17-i7_6700hq-1tbplus256gb-16gb-gtx970m-3gb-dvdrw-fullhd-l/	7299	intel core i7 6700hq	gtx 970m	7999	4159	256	hdd	16	17.3	1920 x 1080	3.95 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-e5_573_36p3-i3_4005u-500gb-4gb-l/	1399	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-asus-x555lj-i3_5010u-500gb-4gb-nvidia-gt920m-2gb-dvdrw-hd-negru-l/	1699	intel core i3 5010u 	gt920m	3058	-	500	hdd	4	15.6	1366 x 768	2.3 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5759-i7_6500u-1tb-8gb-r5_m335-4gb-dvd_rw-fhd-win8-l/	4099	 intel core i7 6500u	r5 m355	4336	-	1000	hdd	8	17.3	1920 x 1080	2.83 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-asus-x555lj_xx741d-i3_4005u-500gb-4gb-gt920m-2gb-dvd_rw-resigilat-l/	1569	intel core i3 4005u 	gt920m 	2462	-	500	hdd	4	15.6	1366 x 768	2.3 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5759-i7_6500u-1tb-8gb-radeon-r5-m335-4gb-win10-fullhd-l/	4569	intel core i7 6500u 	r5 m335	4336	597	1000	hdd	8	17.3	1920 x 1080	3kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c55_c_1kr-i3_5005u-1tb-4gb-nvidia-gt920m-1gb-hd-alb-l/	1799	intel core i3 5005u	gt920m	2910	-	1000	hdd	4	15.6	1366 x 768	2.00 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5550-i5_5300u-500gb_7200rpm-8gb-win7-pro-fullhd-l/	4999	intel core i5 5300u 	intel hd  5500	3803	560	500	hdd	8	15.6	1920 x 1080	2.14 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-precision-7710-e3_1535m-512gb-32gb-quadro-m5000m-8gb-win7pro-uhd-l/	23174	intel xeon  e3 1535m v5	quadro m5000m	-	6479	512	ssd	32	17.3	3840 x 2160	3.42	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b51_80-dual-core-4405u-500gbplus8gb-4gb-dvdrw-hd-fingerprint-l/	1449	intel pentium  4405u	intel hd 	2975	311	500	hdd	4	15.6	1366 x 768	2.3 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e7250-i5_5300u-256gb-8gb-win7-pro-fingerprint-l/	5999	intel core i5 5300u 	intel hd  5500	3803	560	256	ssd	8	12.5	1366 x 768	1.4 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-g70_80-i3_5005u-1tb-4gb-gt920m-2gb-dvdrw-l/	2099	intel core i3 5005u 	gt920m	2910	-	1000	hdd	4	17.3	1600 x 900	2.9 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-alienware-13-i5_4210m-256gb-16gb-gtx860m-2gb-win8-fullhd-l/	5989	intel core i5 4210m 	gtx860m	4216	1583	256	ssd	16	14	1920 x 1080	2.06 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-l50_c_1rw-dual-core-n3050-500gb_5400rpm-4gb-l/	1249	intel celeron  n3050	intel hd 	899	311	500	hdd	4	15.6	1366 x 768	2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-100_14-dual-core-n2840-500gb-4gb-l/	999	intel celeron  n2840	intel hd 	1052	311	500	hdd	4	14	1366 x 768	1.9 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-vostro-5480-i7_5500u-500gbplus8gb-8gb-gt830m-2gb-win8-pro-l/		intel core i7 5500u 	gt830m	4029	-	500	ssh	8	14	1366 x 768	1.53 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-450-g2-i5_5200u-500gb-4gb-dvdrw-l/	2299	intel core i5 5200u 	intel hd  5500	3522	560	500	hdd	4	15.6	1366 x 768	2.06 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3551-dual-core-n2840-500gb-4gb-3ani-garantie-resigilat-l/	999	intel celeron  n2840	intel hd 	1052	311	500	hdd	4	15.6	1366 x 768	2.14 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-l50_c_154-i5_5200u-1tb-8gb-gf930m-2gb-dvd_rw-l/	2499	intel core i5 5200u 	gt930m	3522	-	1000	hdd	8	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-z50_75-quad-core-fx_7500-1tb-8gb-amd-r7m260-2gb-fullhd-l/	1999	fx 7500 	r7 m260	-	679	1000	hdd	8	15.6	1920 x 1080	2.5 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b50_80-i7_5500u-1tb-4gb-amd-r5_m330-2gb-fullhd-fingerprint-l/	2499	intel core i7 5500u 	r5 m330	4029	550	1000	hdd	4	15.6	1920 x 1080	2.32kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-y700_17-i7_6700hq-1tb-8gb-gtx960m-4gb-fullhd-win10-l/	5534			-	-							
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-thinkpad-e450-i3_5005u-500gb-4gb-win7-pro-fullhd-fingerprint-l/	3609	intel core i3 5005u 	intel hd  5500	2910	560	500	hdd	4	14	1920 x 1080	1.81 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-asus-f550jx_dm169d-i7_4720hq-1tb-8gb-gtx950m-4gb-dvd_rw-fhd-l/	3199	intel core i7 4720hq 	gtx950m	8112	1400	1000	hdd	8	15.6	1920 x 1080	2.45 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-alienware-18-i7_4940mx-2x1tbplus80gb-32gb-gtx-880m-2x8gb-l/		intel core i7 4940mx  extreme edition	gtx 880m	-	3679	1000	hdd	32	18.4	1920 x 1080	5.47 kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-asus-x751lk_ty160d-i7_5500u-2tb-8gb-gtx850m-2gb-hdplus-l/		intel core i7 5500u 	gtx850m	4029	1414	2000	hdd	8	17.3	1600 x 900	2.8 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-x302la-i3_4005u-500gb-4gb-hd-l/	1799	intel core i3 4005u	intel hd  5500	2462	560	500	hdd	4	13.3	1366 x 768	1.59 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-500_15-i7_6500u-1tb-8gb-r7-m360-4gb-dvdrw-negru-l/	3889	intel core i7 6500u	r7 m360	4336	-	1000	ssh	8	15.6	1920 x 1080	2.3 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-l50_c_157-i7_5500u-1tb-4gb-gt930m-2gb-dvdrw-hd-l/	2999	intel core i7 5500u	gt 930m	4029	-	1000	hdd	4	15.6	1366 x 768	2.2 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3551-dual-core-n2840-500gb_5400rpm-4gb-l/	949	intel celeron  n2840	intel hd 	1052	311	500	hdd	4	15.6	1366 x 768	2.14 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e5550-i5_5300u-128gb-8gb-win8-pro-fullhd-fingerprint-l/	5349	intel core i5 5300u 	intel hd  5500	3803	560	128	ssd	8	15.6	1920 x 1080	2.14 kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-3541-a4_6210-500gb-4gb-hd_r5m230-2gb-l/	1104	a4 6210 quad core	hd r5m230m	-	-	500	hdd	4	15.6	1366 x 768	2.4 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-e5_571-i3_4005u-500gb_5400rpm-4gb-dvd_rw-l/	1499	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.5 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-asus-pro-essential-p2520lj-i7_5500u-500gb_7200rpm-4gb-nvidia-920m-2gb-win-l/	3099	intel core i7 5500u	920m	4029	667	500	hdd	4	15.6	1366 x 768	2.4 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-450-g2-i5_5200u-750gb-4gb-r5-m255-2gb-finger-print-reader-l/	2299	intel core i5 5200u 	r5 m255	3522	727	750	hdd	4	15.6	1366 x 768	2.06 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-x540sa-dual-core-n3050-500-gb-4gb-dvdrw-hd-gold-l/	1099	intel celeron  n3050	intel hd 	899	311	500	hdd	4	15.6	1366 x 768	1.9	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-pro-essential-p2520lj-i5_5200u-500gb_7200rpm-4gb-nvidia-920m-2gb-l/	2399	ntel core i5 5200u	920m	-	667	500	hdd	4	15.6	1366 x 768	2.4 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-100_15-i3_5005u-1tb-4gb-dvdrw-win10-l/		intel core i3 5005u	intel hd  5500	2910	560	1000	hdd	4	15.6	1366 x 768	2.3 kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e7250-i5_5300u-256gb-8gb-win7pro-fullhd-touch-fingerprint-l/	7104	intel core i5 5300u 	intel hd  5500	3803	560	256	ssd	8	12.5	1920 x 1080	1.25 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-asus-rog-g751jt_t7211d-i7_4750hq-1tbplus512gb-24gb-gtx970m-3gb-fhd-l/	8999	intel core i7 4750hq 	gtx970m	8192	4159	1000	ssd	24	17.3	1920 x 1080	3.80 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-pro-a50_c_10h-i5_5200u-500gb-8gb-gt930m-2gb-win7pro-l/	3984	intel core i5 5200u	gt930m intel hd  5500	3522	-	500	hdd	8	15.6	1366 x 768	2.1 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-470-g3-i3_6100u-500gb_7200rpm-4gb-r7-m340-1gb-fingerprint-l/	2399	intel corei3 6100u	r7 m340	-	-	500	hdd	4	17.3	1600 x 900	2,61	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-p50_c_18g-i3_5005u-1tb-4gb-hd-gold-l/	1949	intel core i3 5005u	intel hd  5500	2910	560	1000	hdd	4	15.6	1366 x 768	2.1 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b50_80-dual-core-3805u-500gb-4gb-dvdrw-hd-l/	1249	intel pentium  3805u	intel hd 	2015	311	500	hdd	4	15.6	1366 x 768	2.32 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-x302la-i3_4005u-500gb-4gb-hd-alb-l/	1799	intel core i3 4005u	intel hd  5500	2462	560	500	hdd	4	13.3	1366 x 768	1.59 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e7450-i7_5600u-256gb-8gb-win7pro-fullhd-fingerprint-4g-lte-l/	7689	intel core i7 5600u 	intel hd  5500	4355	560	256	ssd	8	14	1920 x 1080	1.64kg	windows 8 pro
http://www.cel.ro/laptop-laptopuri/laptop-dell-inspiron-5749-i5_5200u-1tb-4gb-gt820m-2gb-dvdrw-3ani-garantie-l/	3049	intel core i5 5200u 	gt820m	3522	-	1000	hdd	4	17.3	1600 x 900	3 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-e6330-i3_3120m-500gb-4gb-win8-l/	3129	intel core i3 3120m	intel hd  4000	3226	452	500	hdd	4	13.3	1366 x 768	1.60kg	windows 8
http://www.cel.ro/laptop-laptopuri/laptop-asus-rog-g771jw_t7022d-i7_4720hq-1tb_7200rpm-8gb-gtx960m-4gb-fullhd-l/	4799	intel core i7 4720hq 	gtx960m	8112	1670	1000	hdd	8	17.3	1920 x 1080	3.4 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-precision-m6800-i7_4910mq-256gb-16gb-firepro-m6100-2gb-win7pro-fhd-l/	13244	intel core i7 4910mq 	firepro m6100	9539	2772	256	ssd	16	17.3	1920 x 1080	3.57kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c55_c_1ku-i3_5005u-500gb-4gb-hd-alb-l/	1599	intel core i3 5005u	intel hd  5500	2910	560	500	hdd	4	15.6	1366 x 768	2.00 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-470-g2-i5_5200u-750gb-4gb-radeon-r5-m255-2gb-hdplus-l/	2499	intel core i5 5200u	r5 m255	3522	727	750	hdd	4	17.3	1600 x 900	2.84 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c55_c_173-dual-core-n3050-500gb_5400rpm-4gb-dvdrw-alb-l/	1399	intel celeron  n3050	intel hd 	899	311	500	hdd	4	15.6	1366 x 768	2.2	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-3440-i5_4200u-750gb-6gb-gt740m-2gb-l/		intel core i5 4200u	gt 740m	3263	769	750	hdd	6	15.6	1600 x 900	2,1 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-asus-g752vt-i7_6700hq-1tb_7200rpm-8gb-gtx-970m-3gb-dvdrw-win10-l/	6899	intel core i7 6700hq	gtx 970m	7999	4159	1000	hdd	8	17.3	1920 x 1080	fara baterie: 3.5kg	windows 10
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-3550-i3_4005u-500gb-4gb-3-ani-garantie-l/	2229	intel core i3 4005u 	intel hd  4400	2462	547	500	hdd	4	15.6	1366 x 768	2.2 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-hp-probook-650-g1-i5_4210m-500gb_7200rpm-4gb-win10pro-fullhd-fingerprint-l/	4329	intel core i5 4210m	intel hd  4600	4216	710	500	hdd	4	15.6	1920 x 1080	2.32 kg	windows 7 pro
http://www.cel.ro/laptop-laptopuri/laptop-acer-e5_573_p8v4-intel-dual-core-3556u-1tb-4gb-l/	1599	intel pentium 3556u	intel hd 	1714	311	1000	hdd	4	15.6	1366 x 768	2.4	linux
http://www.cel.ro/laptop-laptopuri/laptop-toshiba-satellite-c55_c_11j-i5_5200u-1tb-8gb-gt930m-2gb-dvdrw-hd-alb-l/	2599	intel core i5 5200u	gt930m	3522	-	1000	hdd	8	15.6	1366 x 768	2.00 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-acer-aspire-e5_572g-i7_4712mq-1tb_5400rpm-4gb-gt940m-2gb-dvd_rw-l/		intel core i7 4712mq 	gt940m 	7163	-	1000	hdd	4	15.6	1366 x 768	2.5 kg	linux
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-ideapad-z51_70-i5_5200u-1tb-8gb-amd-r9_m375-4g-fullhd-l/	3119	intel core i5 5200u 	r9 m375	3522	1381	1000	hdd	8	15.6	1920 x 1080	2.3kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-asus-pro-essential-p2520l-i3_4005u-500gb_7200rpm-4gb-nvidia-920m-2gb-l/	1899	intel core i3 4005u	920m	2462	667	500	hdd	4	15.6	1366 x 768	2.4 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-e50_80-i5_5200u-1tb-4gb-dvdrw-fullhd-fingerprint-l/	2499	intel core i5 5200u	intel hd  5500	3522	560	1000	hdd	4	15.6	1920 x 1080	2.35 kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-lenovo-b50_80-i5_5200u-1tb-4gb-dvd_rw-fingerprint-fullhd-l/	1999	intel core i5 5200u 	intel hd  5500	3522	560	1000	hdd	4	15.6	1920 x 1080	2.32kg	fara sistem
http://www.cel.ro/laptop-laptopuri/laptop-dell-latitude-3450-i5_5200u-500gbplus8gb-4gb-gt830m-2gb-win7-pro-l/	4099	intel core i5 5200u 	gt830m	3522	-	500	ssh	4	14	1366 x 768	1.9 kg	windows 7 pro
